Time Rate1 Rate2 Rate3 Rate4 Rate5 Rate6
71917.0 0 0 0 0 0 0
71917.1 0 0 0 0 0 0
71917.2 0 0 0 0 0 0
71917.3 0 0 0 0 0 0
71917.4 0 0 0 0 0 0
71917.5 0 0 0 0 0 0
71917.6 0 0 0 0 0 0
71917.7 0 0 0 0 0 0
71917.8 0 0 0 0 0 0
71917.9 0 0 0 0 0 0
71918.0 0 0 0 0 0 0
71918.1 0 0 0 0 0 0
71918.2 0 0 0 0 0 0
71918.3 0 0 0 0 0 0
71918.4 0 0 0 0 0 0
71918.5 0 0 0 0 0 0
71918.6 0 0 0 0 0 0
71918.7 0 0 0 0 0 0
71918.8 0 0 0 0 0 0
71918.9 0 0 0 0 0 0
71919.0 0 0 0 0 0 0
71919.1 0 0 0 0 0 0
71919.2 0 0 0 0 0 0
71919.3 0 0 0 0 0 0
71919.4 0 0 0 0 0 0
71919.5 0 0 0 0 0 0
71919.6 0 0 0 0 0 0
71919.7 0 0 0 0 0 0
71919.8 0 0 0 0 0 0
71919.9 0 0 0 0 0 0
71920.0 0 0 0 0 0 0
71920.1 0 0 0 0 0 0
71920.2 0 0 0 0 0 0
71920.3 0 0 0 0 0 0
71920.4 0 0 0 0 0 0
71920.5 0 0 0 0 0 0
71920.6 0 0 0 0 0 0
71920.7 0 0 0 0 0 0
71920.8 0 0 0 0 0 0
71920.9 0 0 0 0 0 0
71921.0 0 0 0 0 0 0
71921.1 0 0 0 0 0 0
71921.2 0 0 0 0 0 0
71921.3 0 0 0 0 0 0
71921.4 0 0 0 0 0 0
71921.5 0 0 0 0 0 0
71921.6 0 0 0 0 0 0
71921.7 0 0 0 0 0 0
71921.8 0 0 0 0 0 0
71921.9 0 0 0 0 0 0
71922.0 0 0 0 0 0 0
71922.1 0 0 0 0 0 0
71922.2 0 0 0 0 0 0
71922.3 0 0 0 0 0 0
71922.4 0 0 0 0 0 0
71922.5 0 0 0 0 0 0
71922.6 0 0 0 0 0 0
71922.7 0 0 0 0 0 0
71922.8 0 0 0 0 0 0
71922.9 0 0 0 0 0 0
71923.0 0 0 0 0 0 0
71923.1 0 0 0 0 0 0
71923.2 0 0 0 0 0 0
71923.3 0 0 0 0 0 0
71923.4 0 0 0 0 0 0
71923.5 0 0 0 0 0 0
71923.6 0 0 0 0 0 0
71923.7 0 0 0 0 0 0
71923.8 0 0 0 0 0 0
71923.9 0 0 0 0 0 0
71924.0 0 0 0 0 0 0
71924.1 0 0 0 0 0 0
71924.2 0 0 0 0 0 0
71924.3 0 0 0 0 0 0
71924.4 0 0 0 0 0 0
71924.5 0 0 0 0 0 0
71924.6 0 0 0 0 0 0
71924.7 0 0 0 0 0 0
71924.8 0 0 0 0 0 0
71924.9 0 0 0 0 0 0
71925.0 0 0 0 0 0 0
71925.1 0 0 0 0 0 0
71925.2 0 0 0 0 0 0
71925.3 0 0 0 0 0 0
71925.4 0 0 0 0 0 0
71925.5 0 0 0 0 0 0
71925.6 0 0 0 0 0 0
71925.7 0 0 0 0 0 0
71925.8 0 0 0 0 0 0
71925.9 0 0 0 0 0 0
71926.0 0 0 0 0 0 0
71926.1 0 0 0 0 0 0
71926.2 0 0 0 0 0 0
71926.3 0 0 0 0 0 0
71926.4 0 0 0 0 0 0
71926.5 0 0 0 0 0 0
71926.6 0 0 0 0 0 0
71926.7 0 0 0 0 0 0
71926.8 0 0 0 0 0 0
71926.9 0 0 0 0 0 0
71927.0 0 0 0 0 0 0
71927.1 0 0 0 0 0 0
71927.2 0 0 0 0 0 0
71927.3 0 0 0 0 0 0
71927.4 0 0 0 0 0 0
71927.5 0 0 0 0 0 0
71927.6 0 0 0 0 0 0
71927.7 0 0 0 0 0 0
71927.8 0 0 0 0 0 0
71927.9 0 0 0 0 0 0
71928.0 0 0 0 0 0 0
71928.1 0 0 0 0 0 0
71928.2 0 0 0 0 0 0
71928.3 0 0 0 0 0 0
71928.4 0 0 0 0 0 0
71928.5 0 0 0 0 0 0
71928.6 0 0 0 0 0 0
71928.7 0 0 0 0 0 0
71928.8 0 0 0 0 0 0
71928.9 0 0 0 0 0 0
71929.0 0 0 0 0 0 0
71929.1 0 0 0 0 0 0
71929.2 0 0 0 0 0 0
71929.3 0 0 0 0 0 0
71929.4 0 0 0 0 0 0
71929.5 0 0 0 0 0 0
71929.6 0 0 0 0 0 0
71929.7 0 0 0 0 0 0
71929.8 0 0 0 0 0 0
71929.9 0 0 0 0 0 0
71930.0 0 0 0 0 0 0
71930.1 0 0 0 0 0 0
71930.2 0 0 0 0 0 0
71930.3 0 0 0 0 0 0
71930.4 0 0 0 0 0 0
71930.5 0 0 0 0 0 0
71930.6 0 0 0 0 0 0
71930.7 0 0 0 0 0 0
71930.8 0 0 0 0 0 0
71930.9 0 0 0 0 0 0
71931.0 0 0 0 0 0 0
71931.1 0 0 0 0 0 0
71931.2 0 0 0 0 0 0
71931.3 0 0 0 0 0 0
71931.4 0 0 0 0 0 0
71931.5 0 0 0 0 0 0
71931.6 0 0 0 0 0 0
71931.7 0 0 0 0 0 0
71931.8 0 0 0 0 0 0
71931.9 0 0 0 0 0 0
71932.0 0 0 0 0 0 0
71932.1 0 0 0 0 0 0
71932.2 0 0 0 0 0 0
71932.3 0 0 0 0 0 0
71932.4 0 0 0 0 0 0
71932.5 0 0 0 0 0 0
71932.6 0 0 0 0 0 0
71932.7 0 0 0 0 0 0
71932.8 0 0 0 0 0 0
71932.9 0 0 0 0 0 0
71933.0 0 0 0 0 0 0
71933.1 0 0 0 0 0 0
71933.2 0 0 0 0 0 0
71933.3 0 0 0 0 0 0
71933.4 0 0 0 0 0 0
71933.5 0 0 0 0 0 0
71933.6 0 0 0 0 0 0
71933.7 0 0 0 0 0 0
71933.8 0 0 0 0 0 0
71933.9 0 0 0 0 0 0
71934.0 0 0 0 0 0 0
71934.1 0 0 0 0 0 0
71934.2 0 0 0 0 0 0
71934.3 0 0 0 0 0 0
71934.4 0 0 0 0 0 0
71934.5 0 0 0 0 0 0
71934.6 0 0 0 0 0 0
71934.7 0 0 0 0 0 0
71934.8 0 0 0 0 0 0
71934.9 0 0 0 0 0 0
71935.0 0 0 0 0 0 0
71935.1 0 0 0 0 0 0
71935.2 0 0 0 0 0 0
71935.3 0 0 0 0 0 0
71935.4 0 0 0 0 0 0
71935.5 0 0 0 0 0 0
71935.6 0 0 0 0 0 0
71935.7 0 0 0 0 0 0
71935.8 0 0 0 0 0 0
71935.9 0 0 0 0 0 0
71936.0 0 0 0 0 0 0
71936.1 0 0 0 0 0 0
71936.2 0 0 0 0 0 0
71936.3 0 0 0 0 0 0
71936.4 0 0 0 0 0 0
71936.5 0 0 0 0 0 0
71936.6 0 0 0 0 0 0
71936.7 0 0 0 0 0 0
71936.8 0 0 0 0 0 0
71936.9 0 0 0 0 0 0
71937.0 0 0 0 0 0 0
71937.1 0 0 0 0 0 0
71937.2 0 0 0 0 0 0
71937.3 0 0 0 0 0 0
71937.4 0 0 0 0 0 0
71937.5 0 0 0 0 0 0
71937.6 0 0 0 0 0 0
71937.7 0 0 0 0 0 0
71937.8 0 0 0 0 0 0
71937.9 0 0 0 0 0 0
71938.0 0 0 0 0 0 0
71938.1 0 0 0 0 0 0
71938.2 0 0 0 0 0 0
71938.3 0 0 0 0 0 0
71938.4 0 0 0 0 0 0
71938.5 0 0 0 0 0 0
71938.6 0 0 0 0 0 0
71938.7 0 0 0 0 0 0
71938.8 0 0 0 0 0 0
71938.9 0 0 0 0 0 0
71939.0 0 0 0 0 0 0
71939.1 0 0 0 0 0 0
71939.2 0 0 0 0 0 0
71939.3 0 0 0 0 0 0
71939.4 0 0 0 0 0 0
71939.5 0 0 0 0 0 0
71939.6 0 0 0 0 0 0
71939.7 0 0 0 0 0 0
71939.8 0 0 0 0 0 0
71939.9 0 0 0 0 0 0
71940.0 0 0 0 0 0 0
71940.1 0 0 0 0 0 0
71940.2 0 0 0 0 0 0
71940.3 0 0 0 0 0 0
71940.4 0 0 0 0 0 0
71940.5 0 0 0 0 0 0
71940.6 0 0 0 0 0 0
71940.7 0 0 0 0 0 0
71940.8 0 0 0 0 0 0
71940.9 0 0 0 0 0 0
71941.0 0 0 0 0 0 0
71941.1 0 0 0 0 0 0
71941.2 0 0 0 0 0 0
71941.3 0 0 0 0 0 0
71941.4 0 0 0 0 0 0
71941.5 0 0 0 0 0 0
71941.6 0 0 0 0 0 0
71941.7 0 0 0 0 0 0
71941.8 0 0 0 0 0 0
71941.9 0 0 0 0 0 0
71942.0 0 0 0 0 0 0
71942.1 0 0 0 0 0 0
71942.2 0 0 0 0 0 0
71942.3 0 0 0 0 0 0
71942.4 0 0 0 0 0 0
71942.5 0 0 0 0 0 0
71942.6 0 0 0 0 0 0
71942.7 0 0 0 0 0 0
71942.8 0 0 0 0 0 0
71942.9 0 0 0 0 0 0
71943.0 0 0 0 0 0 0
71943.1 0 0 0 0 0 0
71943.2 0 0 0 0 0 0
71943.3 0 0 0 0 0 0
71943.4 0 0 0 0 0 0
71943.5 0 0 0 0 0 0
71943.6 0 0 0 0 0 0
71943.7 0 0 0 0 0 0
71943.8 0 0 0 0 0 0
71943.9 0 0 0 0 0 0
71944.0 0 0 0 0 0 0
71944.1 0 0 0 0 0 0
71944.2 0 0 0 0 0 0
71944.3 0 0 0 0 0 0
71944.4 0 0 0 0 0 0
71944.5 0 0 0 0 0 0
71944.6 0 0 0 0 0 0
71944.7 0 0 0 0 0 0
71944.8 0 0 0 0 0 0
71944.9 0 0 0 0 0 0
71945.0 0 0 0 0 0 0
71945.1 0 0 0 0 0 0
71945.2 0 0 0 0 0 0
71945.3 0 0 0 0 0 0
71945.4 0 0 0 0 0 0
71945.5 0 0 0 0 0 0
71945.6 0 0 0 0 0 0
71945.7 0 0 0 0 0 0
71945.8 0 0 0 0 0 0
71945.9 0 0 0 0 0 0
71946.0 0 0 0 0 0 0
71946.1 0 0 0 0 0 0
71946.2 0 0 0 0 0 0
71946.3 0 0 0 0 0 0
71946.4 0 0 0 0 0 0
71946.5 0 0 0 0 0 0
71946.6 0 0 0 0 0 0
71946.7 0 0 0 0 0 0
71946.8 0 0 0 0 0 0
71946.9 0 0 0 0 0 0
71947.0 0 0 0 0 0 0
71947.1 0 0 0 0 0 0
71947.2 0 0 0 0 0 0
71947.3 0 0 0 0 0 0
71947.4 0 0 0 0 0 0
71947.5 0 0 0 0 0 0
71947.6 0 0 0 0 0 0
71947.7 0 0 0 0 0 0
71947.8 0 0 0 0 0 0
71947.9 0 0 0 0 0 0
71948.0 0 0 0 0 0 0
71948.1 0 0 0 0 0 0
71948.2 0 0 0 0 0 0
71948.3 0 0 0 0 0 0
71948.4 0 0 0 0 0 0
71948.5 0 0 0 0 0 0
71948.6 0 0 0 0 0 0
71948.7 0 0 0 0 0 0
71948.8 0 0 0 0 0 0
71948.9 0 0 0 0 0 0
71949.0 0 0 0 0 0 0
71949.1 0 0 0 0 0 0
71949.2 0 0 0 0 0 0
71949.3 0 0 0 0 0 0
71949.4 0 0 0 0 0 0
71949.5 0 0 0 0 0 0
71949.6 0 0 0 0 0 0
71949.7 0 0 0 0 0 0
71949.8 0 0 0 0 0 0
71949.9 0 0 0 0 0 0
71950.0 0 0 0 0 0 0
71950.1 0 0 0 0 0 0
71950.2 0 0 0 0 0 0
71950.3 0 0 0 0 0 0
71950.4 0 0 0 0 0 0
71950.5 0 0 0 0 0 0
71950.6 0 0 0 0 0 0
71950.7 0 0 0 0 0 0
71950.8 0 0 0 0 0 0
71950.9 0 0 0 0 0 0
71951.0 0 0 0 0 0 0
71951.1 0 0 0 0 0 0
71951.2 0 0 0 0 0 0
71951.3 0 0 0 0 0 0
71951.4 0 0 0 0 0 0
71951.5 0 0 0 0 0 0
71951.6 0 0 0 0 0 0
71951.7 0 0 0 0 0 0
71951.8 0 0 0 0 0 0
71951.9 0 0 0 0 0 0
71952.0 0 0 0 0 0 0
71952.1 0 0 0 0 0 0
71952.2 0 0 0 0 0 0
71952.3 0 0 0 0 0 0
71952.4 0 0 0 0 0 0
71952.5 0 0 0 0 0 0
71952.6 0 0 0 0 0 0
71952.7 0 0 0 0 0 0
71952.8 0 0 0 0 0 0
71952.9 0 0 0 0 0 0
71953.0 0 0 0 0 0 0
71953.1 0 0 0 0 0 0
71953.2 0 0 0 0 0 0
71953.3 0 0 0 0 0 0
71953.4 0 0 0 0 0 0
71953.5 0 0 0 0 0 0
71953.6 0 0 0 0 0 0
71953.7 0 0 0 0 0 0
71953.8 0 0 0 0 0 0
71953.9 0 0 0 0 0 0
71954.0 0 0 0 0 0 0
71954.1 0 0 0 0 0 0
71954.2 0 0 0 0 0 0
71954.3 0 0 0 0 0 0
71954.4 0 0 0 0 0 0
71954.5 0 0 0 0 0 0
71954.6 0 0 0 0 0 0
71954.7 0 0 0 0 0 0
71954.8 0 0 0 0 0 0
71954.9 0 0 0 0 0 0
71955.0 0 0 0 0 0 0
71955.1 0 0 0 0 0 0
71955.2 0 0 0 0 0 0
71955.3 0 0 0 0 0 0
71955.4 0 0 0 0 0 0
71955.5 0 0 0 0 0 0
71955.6 0 0 0 0 0 0
71955.7 0 0 0 0 0 0
71955.8 0 0 0 0 0 0
71955.9 0 0 0 0 0 0
71956.0 0 0 0 0 0 0
71956.1 0 0 0 0 0 0
71956.2 0 0 0 0 0 0
71956.3 0 0 0 0 0 0
71956.4 0 0 0 0 0 0
71956.5 0 0 0 0 0 0
71956.6 0 0 0 0 0 0
71956.7 0 0 0 0 0 0
71956.8 0 0 0 0 0 0
71956.9 0 0 0 0 0 0
71957.0 0 0 0 0 0 0
71957.1 0 0 0 0 0 0
71957.2 0 0 0 0 0 0
71957.3 0 0 0 0 0 0
71957.4 0 0 0 0 0 0
71957.5 0 0 0 0 0 0
71957.6 0 0 0 0 0 0
71957.7 0 0 0 0 0 0
71957.8 0 0 0 0 0 0
71957.9 0 0 0 0 0 0
71958.0 0 0 0 0 0 0
71958.1 0 0 0 0 0 0
71958.2 0 0 0 0 0 0
71958.3 0 0 0 0 0 0
71958.4 0 0 0 0 0 0
71958.5 0 0 0 0 0 0
71958.6 0 0 0 0 0 0
71958.7 0 0 0 0 0 0
71958.8 0 0 0 0 0 0
71958.9 0 0 0 0 0 0
71959.0 0 0 0 0 0 0
71959.1 0 0 0 0 0 0
71959.2 0 0 0 0 0 0
71959.3 0 0 0 0 0 0
71959.4 0 0 0 0 0 0
71959.5 0 0 0 0 0 0
71959.6 0 0 0 0 0 0
71959.7 0 0 0 0 0 0
71959.8 0 0 0 0 0 0
71959.9 0 0 0 0 0 0
71960.0 0 0 0 0 0 0
71960.1 0 0 0 0 0 0
71960.2 0 0 0 0 0 0
71960.3 0 0 0 0 0 0
71960.4 0 0 0 0 0 0
71960.5 0 0 0 0 0 0
71960.6 0 0 0 0 0 0
71960.7 0 0 0 0 0 0
71960.8 0 0 0 0 0 0
71960.9 0 0 0 0 0 0
71961.0 0 0 0 0 0 0
71961.1 0 0 0 0 0 0
71961.2 0 0 0 0 0 0
71961.3 0 0 0 0 0 0
71961.4 0 0 0 0 0 0
71961.5 0 0 0 0 0 0
71961.6 0 0 0 0 0 0
71961.7 0 0 0 0 0 0
71961.8 0 0 0 0 0 0
71961.9 0 0 0 0 0 0
71962.0 0 0 0 0 0 0
71962.1 0 0 0 0 0 0
71962.2 0 0 0 0 0 0
71962.3 0 0 0 0 0 0
71962.4 0 0 0 0 0 0
71962.5 0 0 0 0 0 0
71962.6 0 0 0 0 0 0
71962.7 0 0 0 0 0 0
71962.8 0 0 0 0 0 0
71962.9 0 0 0 0 0 0
71963.0 0 0 0 0 0 0
71963.1 0 0 0 0 0 0
71963.2 0 0 0 0 0 0
71963.3 0 0 0 0 0 0
71963.4 0 0 0 0 0 0
71963.5 0 0 0 0 0 0
71963.6 0 0 0 0 0 0
71963.7 0 0 0 0 0 0
71963.8 0 0 0 0 0 0
71963.9 0 0 0 0 0 0
71964.0 0 0 0 0 0 0
71964.1 0 0 0 0 0 0
71964.2 0 0 0 0 0 0
71964.3 0 0 0 0 0 0
71964.4 0 0 0 0 0 0
71964.5 0 0 0 0 0 0
71964.6 0 0 0 0 0 0
71964.7 0 0 0 0 0 0
71964.8 0 0 0 0 0 0
71964.9 0 0 0 0 0 0
71965.0 0 0 0 0 0 0
71965.1 0 0 0 0 0 0
71965.2 0 0 0 0 0 0
71965.3 0 0 0 0 0 0
71965.4 0 0 0 0 0 0
71965.5 0 0 0 0 0 0
71965.6 0 0 0 0 0 0
71965.7 0 0 0 0 0 0
71965.8 0 0 0 0 0 0
71965.9 0 0 0 0 0 0
71966.0 0 0 0 0 0 0
71966.1 0 0 0 0 0 0
